source_id,테이블명,테이블설명,컬럼명,컬럼설명,한글속성명,business_semantic_accuracy,meaning_completeness,character_notation_policy,context_ambiguity_safety,terminology_consistency,naturalness_conciseness,severity,comment
row-184,INS_CR_CR_INFO,계약_계약자동차정보,DSPL_FLGCD,배기량구분코드,배기량구분코드,,,,,,,,
row-886,INS_CR_CR_DT,계약_자동_계약상세,CR_FR_RGTDT,차량최초등록일자,차량최초등록일자,,,,,,,,
row-782,INS_CR_CR_CRR,계약_자동_계약이력,XSTF_INJR_CAMT_SEQ,임직원상해위로금회차,임직원상해위로금회차,,,,,,,,
row-764,INS_CR_CR_CRR,계약_자동_계약이력,TOTLS_TRRUN_AS_EQP_SUPT_SEQ,전손시운전보조장치지원회차,전손시운전보조장치지원회차,,,,,,,,
row-559,INS_PRM_PYM_PR,,WONCR_CV_AP_PRM,원화환산적용보험료,원화환산적용보험료,,,,,,,,
row-135,CUS_CTM,고객_통합고객_TOBE,PSN_INFO_CVAP_YN,개인정보민원여부,개인정보민원여부,,,,,,,,
row-1124,MART_CRM_ORGN_MNTH_INFO,,AGY_DPTCD,대리점과코드,대리점과코드,,,,,,,,
row-309,INS_CR_CVR,계약_계약담보,MD_DMAMT,조정손해액,조정손해액,,,,,,,,
row-1119,MART_CRM_ORGN_MNTH_INFO,,AGY_BRNM,대리점지점명,대리점지점명,,,,,,,,
row-212,INS_CR_CR_INFO,계약_계약자동차정보,MFG_CR_YN,출고차여부,출고차여부,,,,,,,,
row-1083,MART_CRM_ORGN_MNTH_INFO,,RSNO,주민번호,주민번호,,,,,,,,
row-405,INS_CR_RELPC,계약_계약관계자,INJR_OTP_CVR_YN,상해통원담보여부,상해통원담보여부,,,,,,,,
row-294,INS_CR_CVR,계약_계약담보,RNW_NDDT,갱신종료일자,갱신종료일자,,,,,,,,
row-982,INS_CR_CVR_SPC,계약_자동_담보내역,AD_MULT,부가승수,부가승수,,,,,,,,
row-823,INS_CR_CR_DT,계약_자동_계약상세,NRDPS_SNDPL_FLGCD,피보험자발송지구분코드,피보험자발송지구분코드,,,,,,,,
row-28,COM_CLD,공통_카렌다,FY_YR,FY년도,회계년도,,,,,,,,
row-1058,MART_CRM_CR_CVR,,ABS_BAG_SPCRT_YN,ABS장착특별요율여부,잠김방지제동장치장착특별요율여부,,,,,,,,
row-1156,MART_INS_CR_RNWRT_CRST,,OLD_OBJ_FLGCD,OLD물건구분코드,구물건구분코드,,,,,,,,
row-107,CUS_CTM,고객_통합고객_TOBE,RH_TYCD,RH형태코드,알에이치형태코드,,,,,,,,
row-697,COM_GDCD,공통_상품코드,OLD_IKDCD,OLD보종코드,구보종코드,,,,,,,,
row-865,INS_CR_CR_DT,계약_자동_계약상세,OLD_CATCD,OLD차종코드,구차종코드,,,,,,,,
row-1161,MART_INS_CR_RNWRT_CRST,,OLD_CR_CHN_SMCCD,OLD자동차채널소분류코드,구자동차채널소분류코드,,,,,,,,
row-30,COM_CLD,공통_카렌다,FY_HALF_FLGCD,FY반기구분코드,회계반기구분코드,,,,,,,,
row-142,CUS_CTM,고객_통합고객_TOBE,BZFML_SMS_LMIT_YN,영업가족SMS제한여부,영업가족문자메시지제한여부,,,,,,,,
row-1157,MART_INS_CR_RNWRT_CRST,,OLD_IKD_MDCCD,OLD보종중분류코드,구보종중분류코드,,,,,,,,
row-624,SAM_AW_CC_ACHV_STF,,TMR_MNTH_CNV_HMS,TMR월통화시간,텔레마케터월통화시간,,,,,,,,
row-1160,MART_INS_CR_RNWRT_CRST,,OLD_CR_CHN_MDCCD,OLD자동차채널중분류코드,구자동차채널중분류코드,,,,,,,,
row-33,COM_CLD,공통_카렌다,FY_QTRNM,FY분기명,회계분기명,,,,,,,,
row-803,INS_CR_CR_CRR,계약_자동_계약이력,NEW_LAW_CS_SUPT_SRV_T1S,NEW법률비용지원서비스1회차,신규법률비용지원서비스1회차,,,,,,,,
row-797,INS_CR_CR_CRR,계약_자동_계약이력,PREM_TRF_INJR_SEQ,PREMIUM교통상해회차,프리미엄교통상해회차,,,,,,,,
row-679,COM_GDCD,공통_상품코드,GD_AV_2_CSFCD,상품실적2분류코드,상품실적2분류코드,,,,,,,,
row-1188,MART_LTRM_CRDIS_PY_INFO,,Y5_WTHIN_PYAMT,5년이내지급금액,5년이내지급금액,,,,,,,,
row-1190,MART_LTRM_CRDIS_PY_INFO,,Y15_WTHIN_PYAMT,15년이내지급금액,15년이내지급금액,,,,,,,,
row-930,INS_CR_CR_FNL,계약_자동_계약최종,BDIN1_CVR_ISYN,대인1담보가입여부,대인1담보가입여부,,,,,,,,
row-1193,MART_LTRM_CRDIS_PY_INFO,,Y30_WTHIN_PYAMT,30년이내지급금액,30년이내지급금액,,,,,,,,
row-68,CUS_CTM,고객_통합고객_TOBE,DMRCY_518_INJD_YN,민주518부상자여부,민주518부상자여부,,,,,,,,
row-386,INS_CR_RELPC,계약_계약관계자,CRDIF_PRT23_AGRE_YN,신용정보23조동의여부,신용정보23조동의여부,,,,,,,,
row-804,INS_CR_CR_CRR,계약_자동_계약이력,NEW_LAW_CS_SUPT_SRV_T2S,NEW법률비용지원서비스2회차,신규법률비용지원서비스2회차,,,,,,,,
row-389,INS_CR_RELPC,계약_계약관계자,CRDIF_PRT33_AGRE_YN,신용정보33조동의여부,신용정보33조동의여부,,,,,,,,
row-681,COM_GDCD,공통_상품코드,GD_AV_4_CSFCD,상품실적4분류코드,상품실적4분류코드,,,,,,,,
row-591,SAM_AW_CC_ACHV_STF,,APO_OR_STBDT,위촉/개설일자,위촉일자,,,,,,,,
row-169,INS_CR_CR_INFO,계약_계약자동차정보,CHSNO_OR_TMPNO,차대번호/임시번호,차대번호,,,,,,,,
row-332,INS_CR_CVR,계약_계약담보,ACT_OR_ACTCT,구좌/계좌수,계좌수,,,,,,,,
row-592,SAM_AW_CC_ACHV_STF,,APO_OR_STB_MMTHR,위촉/개설차월,위촉차월,,,,,,,,
row-359,INS_CR_DH_STF_CRR,계약_계약취급직원이력,PYM_SEQ,납입회차,납입회차,,,,,,,,
row-414,INS_CR_RELPC,계약_계약관계자,PRM_PYM_RT,보험료납부비율,보험료납입비율,,,,,,,,
row-744,INS_CR_CR_CRR,계약_자동_계약이력,PYP_PYTDT,분납납입일자,분납납입일자,,,,,,,,
row-178,INS_CR_CR_INFO,계약_계약자동차정보,CR_TYCD,차형태코드,차량형태코드,,,,,,,,
row-566,INS_PRM_PYM_PR,,PYM_PRDT,납입예정일자,납입예정일자,,,,,,,,
row-1005,MART_CRM_CRCR,,FNL_PYM_SEQ,최종납입회차,최종납입회차,,,,,,,,
row-743,INS_CR_CR_CRR,계약_자동_계약이력,PYM_CT,납부횟수,납입횟수,,,,,,,,
row-271,INS_CR_CVR,계약_계약담보,PYM_XMP_STR_YYMM,납입면제시작년월,납입면제시작년월,,,,,,,,
row-270,INS_CR_CVR,계약_계약담보,PYM_XMP_YN,납입면제여부,납입면제여부,,,,,,,,
row-742,INS_CR_CR_CRR,계약_자동_계약이력,PYM_MTDCD,납입방법코드,납입방법코드,,,,,,,,
row-670,COM_GDCD,공통_상품코드,IKDCD,보종코드,보종코드,,,,,,,,
row-191,INS_CR_CR_INFO,계약_계약자동차정보,CNMCD,차명코드,차명코드,,,,,,,,
